image_path,clip_id,athlete_id,session_id,frame_index,source_view
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000103.jpg,athlete01_session01_蛙,athlete01,session01,103,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000104.jpg,athlete01_session01_蛙,athlete01,session01,104,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000105.jpg,athlete01_session01_蛙,athlete01,session01,105,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000106.jpg,athlete01_session01_蛙,athlete01,session01,106,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000107.jpg,athlete01_session01_蛙,athlete01,session01,107,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000108.jpg,athlete01_session01_蛙,athlete01,session01,108,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000109.jpg,athlete01_session01_蛙,athlete01,session01,109,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000110.jpg,athlete01_session01_蛙,athlete01,session01,110,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000111.jpg,athlete01_session01_蛙,athlete01,session01,111,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000112.jpg,athlete01_session01_蛙,athlete01,session01,112,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000113.jpg,athlete01_session01_蛙,athlete01,session01,113,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000114.jpg,athlete01_session01_蛙,athlete01,session01,114,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000115.jpg,athlete01_session01_蛙,athlete01,session01,115,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000116.jpg,athlete01_session01_蛙,athlete01,session01,116,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000117.jpg,athlete01_session01_蛙,athlete01,session01,117,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000118.jpg,athlete01_session01_蛙,athlete01,session01,118,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000119.jpg,athlete01_session01_蛙,athlete01,session01,119,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000120.jpg,athlete01_session01_蛙,athlete01,session01,120,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000121.jpg,athlete01_session01_蛙,athlete01,session01,121,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000122.jpg,athlete01_session01_蛙,athlete01,session01,122,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000123.jpg,athlete01_session01_蛙,athlete01,session01,123,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000124.jpg,athlete01_session01_蛙,athlete01,session01,124,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000125.jpg,athlete01_session01_蛙,athlete01,session01,125,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000126.jpg,athlete01_session01_蛙,athlete01,session01,126,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000127.jpg,athlete01_session01_蛙,athlete01,session01,127,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000128.jpg,athlete01_session01_蛙,athlete01,session01,128,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000129.jpg,athlete01_session01_蛙,athlete01,session01,129,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000130.jpg,athlete01_session01_蛙,athlete01,session01,130,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000131.jpg,athlete01_session01_蛙,athlete01,session01,131,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000132.jpg,athlete01_session01_蛙,athlete01,session01,132,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000133.jpg,athlete01_session01_蛙,athlete01,session01,133,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000134.jpg,athlete01_session01_蛙,athlete01,session01,134,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000135.jpg,athlete01_session01_蛙,athlete01,session01,135,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000136.jpg,athlete01_session01_蛙,athlete01,session01,136,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000137.jpg,athlete01_session01_蛙,athlete01,session01,137,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000138.jpg,athlete01_session01_蛙,athlete01,session01,138,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000139.jpg,athlete01_session01_蛙,athlete01,session01,139,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000140.jpg,athlete01_session01_蛙,athlete01,session01,140,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000141.jpg,athlete01_session01_蛙,athlete01,session01,141,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000142.jpg,athlete01_session01_蛙,athlete01,session01,142,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000143.jpg,athlete01_session01_蛙,athlete01,session01,143,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000144.jpg,athlete01_session01_蛙,athlete01,session01,144,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000145.jpg,athlete01_session01_蛙,athlete01,session01,145,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000146.jpg,athlete01_session01_蛙,athlete01,session01,146,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000147.jpg,athlete01_session01_蛙,athlete01,session01,147,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000148.jpg,athlete01_session01_蛙,athlete01,session01,148,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000149.jpg,athlete01_session01_蛙,athlete01,session01,149,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000150.jpg,athlete01_session01_蛙,athlete01,session01,150,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000151.jpg,athlete01_session01_蛙,athlete01,session01,151,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000152.jpg,athlete01_session01_蛙,athlete01,session01,152,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000153.jpg,athlete01_session01_蛙,athlete01,session01,153,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000154.jpg,athlete01_session01_蛙,athlete01,session01,154,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000155.jpg,athlete01_session01_蛙,athlete01,session01,155,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000156.jpg,athlete01_session01_蛙,athlete01,session01,156,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000157.jpg,athlete01_session01_蛙,athlete01,session01,157,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000158.jpg,athlete01_session01_蛙,athlete01,session01,158,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000159.jpg,athlete01_session01_蛙,athlete01,session01,159,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000160.jpg,athlete01_session01_蛙,athlete01,session01,160,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000161.jpg,athlete01_session01_蛙,athlete01,session01,161,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000162.jpg,athlete01_session01_蛙,athlete01,session01,162,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000163.jpg,athlete01_session01_蛙,athlete01,session01,163,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000164.jpg,athlete01_session01_蛙,athlete01,session01,164,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000165.jpg,athlete01_session01_蛙,athlete01,session01,165,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000166.jpg,athlete01_session01_蛙,athlete01,session01,166,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000167.jpg,athlete01_session01_蛙,athlete01,session01,167,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000168.jpg,athlete01_session01_蛙,athlete01,session01,168,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000169.jpg,athlete01_session01_蛙,athlete01,session01,169,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000170.jpg,athlete01_session01_蛙,athlete01,session01,170,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000171.jpg,athlete01_session01_蛙,athlete01,session01,171,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000172.jpg,athlete01_session01_蛙,athlete01,session01,172,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000173.jpg,athlete01_session01_蛙,athlete01,session01,173,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000174.jpg,athlete01_session01_蛙,athlete01,session01,174,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000175.jpg,athlete01_session01_蛙,athlete01,session01,175,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000176.jpg,athlete01_session01_蛙,athlete01,session01,176,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000177.jpg,athlete01_session01_蛙,athlete01,session01,177,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000178.jpg,athlete01_session01_蛙,athlete01,session01,178,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000179.jpg,athlete01_session01_蛙,athlete01,session01,179,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000180.jpg,athlete01_session01_蛙,athlete01,session01,180,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000181.jpg,athlete01_session01_蛙,athlete01,session01,181,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000182.jpg,athlete01_session01_蛙,athlete01,session01,182,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000183.jpg,athlete01_session01_蛙,athlete01,session01,183,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000184.jpg,athlete01_session01_蛙,athlete01,session01,184,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000185.jpg,athlete01_session01_蛙,athlete01,session01,185,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000186.jpg,athlete01_session01_蛙,athlete01,session01,186,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000187.jpg,athlete01_session01_蛙,athlete01,session01,187,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000188.jpg,athlete01_session01_蛙,athlete01,session01,188,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000189.jpg,athlete01_session01_蛙,athlete01,session01,189,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000190.jpg,athlete01_session01_蛙,athlete01,session01,190,stitched
